source_id,name,country,country_code,state_province,state_code,city,description,spot_types,category_raw,subcategory_raw,travel_info,latitude,longitude,altitude,display_order,unesco,best_season,image_folder,image_1,image_2,image_3
CM-SOUTH-006,Grand Batanga,Cameroon,CM,South,,Kribi,"Coastal village area near Kribi known for beaches, seafood and traditional coastal culture.",Beach spots,Coastal Area,"Beach, Culture",Drivable,2.85,9.9,10,0,No,Nov–Feb,images/CM-SOUTH-006,,,
CM-EAST-001,Dja Faunal Reserve,Cameroon,CM,East,,Lomié,Vast Central African rainforest reserve renowned for exceptional biodiversity and wildlife.,Wildlife spots|Natural spots,Nature Reserve,"Rainforest, Wildlife",Drivable,3,13,600,0,Yes,Dec–Feb,images/CM-EAST-001,,,
CM-EAST-002,Boumba-Bek National Park,Cameroon,CM,East,,Yokadouma,"Remote rainforest protected area containing forest elephants, primates and other wildlife.",Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife",Drivable,2.5,15,500,0,No,Dec–Feb,images/CM-EAST-002,,,
CM-EAST-003,Nki National Park,Cameroon,CM,East,,Yokadouma,Large remote rainforest park known for exceptional biodiversity and intact forest ecosystems.,Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife",Drivable,2.3,14.5,500,0,No,Dec–Feb,images/CM-EAST-003,,,
CM-EAST-004,Lobéké National Park,Cameroon,CM,East,,Bertoua,"Protected rainforest known for elephants, gorillas, forest buffalo and diverse birdlife; part of the Sangha landscape.",Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife",Drivable,2.25,15.7,400,0,Yes,Dec–Feb,images/CM-EAST-004,,,
CM-NORTH-001,Benoué National Park,Cameroon,CM,North,,Garoua,"Savannah park known for elephants, hippos, lions, buffalo and other wildlife.",Wildlife spots|Natural spots,National Park,"Wildlife, Savannah",Drivable,8.35,13.85,400,0,Yes,Nov–Mar,images/CM-NORTH-001,,,
CM-NORTH-002,Benoué River,Cameroon,CM,North,,Garoua,Major northern river supporting wildlife and wetlands around Benoué National Park.,Wildlife spots|Natural spots,River,"Nature, Wildlife",Drivable,8.35,13.85,350,0,No,Nov–Mar,images/CM-NORTH-002,,,
CM-NORTH-003,Faro National Park,Cameroon,CM,North,,Poli,Large protected savannah landscape with diverse mammals and rugged northern scenery.,Wildlife spots|Natural spots,National Park,"Wildlife, Savannah",Drivable,8,12.75,500,0,No,Nov–Mar,images/CM-NORTH-003,,,
CM-NORTH-004,Faro River,Cameroon,CM,North,,Poli,River system flowing through northern Cameroon and supporting wildlife habitats.,Wildlife spots|Natural spots,River,"Nature, Wildlife",Drivable,8,12.75,450,0,No,Nov–Mar,images/CM-NORTH-004,,,
CM-NORTH-005,Waza National Park,Cameroon,CM,North,,Waza,"Cameroon's most famous northern wildlife park, known for elephants, giraffes, antelopes and birdlife.",Wildlife spots|Natural spots,National Park,"Wildlife, Savannah",Drivable,11.333,14.667,300,0,No,Nov–Mar,images/CM-NORTH-005,,,
CM-FAR-NORTH-001,Waza Wildlife Reserve,Cameroon,CM,Far North,,Waza,Protected Sahelian landscape supporting important populations of large mammals and migratory birds.,Wildlife spots|Natural spots,Nature Reserve,"Wildlife, Savannah",Drivable,11.333,14.667,300,0,No,Nov–Mar,images/CM-FAR-NORTH-001,,,
CM-FAR-NORTH-002,Mandara Mountains,Cameroon,CM,Far North,,Maroua,Dramatic mountain range in northern Cameroon known for rocky landscapes and distinctive traditional settlements.,Natural spots,Mountain Range,"Mountains, Culture",Drivable,10.75,13.75,1000,0,No,Nov–Feb,images/CM-FAR-NORTH-002,,,
CM-FAR-NORTH-003,Rhumsiki,Cameroon,CM,Far North,,Mora,Scenic village in the Mandara Mountains famous for volcanic-looking rock formations and traditional culture.,Cultural spots,Village,"Landscape, Culture",Drivable,10.567,13.583,900,0,No,Nov–Feb,images/CM-FAR-NORTH-003,,,
CM-FAR-NORTH-004,Kapsiki Peak,Cameroon,CM,Far North,,Rhumsiki,Distinctive volcanic-looking peak and rock formation forming part of the dramatic Kapsiki landscape.,Natural spots,Mountain,"Geology, Scenic",Drivable,10.55,13.58,1224,0,No,Nov–Feb,images/CM-FAR-NORTH-004,,,
CM-FAR-NORTH-005,Maroua Grand Market,Cameroon,CM,Far North,,Maroua,"Large traditional market known for handicrafts, textiles, leather goods and regional products.",Cultural spots,Market,"Shopping, Culture",Walkable,10.591,14.316,400,0,No,Nov–Feb,images/CM-FAR-NORTH-005,,,
CM-FAR-NORTH-006,Mokolo Market,Cameroon,CM,Far North,,Mokolo,Lively market serving communities around the Mandara Mountains and known for local crafts and produce.,Cultural spots,Market,"Shopping, Culture",Walkable,10.74,13.8,800,0,No,Nov–Feb,images/CM-FAR-NORTH-006,,,
CM-FAR-NORTH-007,Kapsiki Cultural Landscape,Cameroon,CM,Far North,,Mora,Mountain landscape combining distinctive rock formations with traditional Kapsiki settlements and cultural practices.,Cultural spots,Cultural Landscape,"Culture, Geology",Drivable,10.567,13.583,900,0,No,Nov–Feb,images/CM-FAR-NORTH-007,,,
KH-SIEM-REAP-001,Angkor Wat,Cambodia,KH,Siem Reap,,Siem Reap,"Cambodia's most iconic temple complex and one of the world's greatest archaeological monuments, renowned for its monumental architecture and extensive Khmer-era bas-reliefs.",Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,13.413,103.867,65,0,Yes,Nov–Feb,images/KH-SIEM-REAP-001,,,
KH-SIEM-REAP-002,Angkor Thom,Cambodia,KH,Siem Reap,,Siem Reap,"A monumental walled city within the Angkor complex, featuring imposing gates, temples, terraces and the famous Bayon.",Historical spots,Ancient City,"Archaeological, Historical",Drivable,13.441,103.86,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-002,,,
KH-SIEM-REAP-003,Bayon Temple,Cambodia,KH,Siem Reap,,Siem Reap,A distinctive Khmer temple famous for its enormous carved stone faces and intricate bas-reliefs.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,13.441,103.859,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-003,,,
KH-SIEM-REAP-004,Ta Prohm,Cambodia,KH,Siem Reap,,Siem Reap,Atmospheric Angkor temple where enormous tree roots intertwine with ancient stone structures.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Jungle",Walkable,13.435,103.889,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-004,,,
KH-SIEM-REAP-005,Banteay Srei,Cambodia,KH,Siem Reap,,Siem Reap,A beautifully preserved 10th-century Khmer temple celebrated for its intricate pink sandstone carvings.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Sculpture",Walkable,13.599,103.963,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-005,,,
KH-SIEM-REAP-006,Preah Khan,Cambodia,KH,Siem Reap,,Siem Reap,"Large 12th-century temple complex containing elaborate corridors, carvings and partially overgrown structures.",Religious/spiritual spots|Historical spots,Temple,"Archaeological, Historical",Walkable,13.462,103.871,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-006,,,
KH-SIEM-REAP-007,Neak Pean,Cambodia,KH,Siem Reap,,Siem Reap,A unique temple built on an artificial island surrounded by pools and associated with ancient Khmer healing traditions.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,13.463,103.895,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-007,,,
KH-SIEM-REAP-008,Ta Keo,Cambodia,KH,Siem Reap,,Siem Reap,Massive unfinished sandstone temple representing the monumental architectural ambitions of the Khmer Empire.,Religious/spiritual spots|Historical spots|Cultural spots,Temple,"Archaeological, Architecture",Walkable,13.445,103.887,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-008,,,
KH-SIEM-REAP-009,Phnom Bakheng,Cambodia,KH,Siem Reap,,Siem Reap,Hilltop temple offering elevated views toward Angkor Wat and the surrounding archaeological landscape.,Religious/spiritual spots|Historical spots|Natural spots,Temple,"Archaeological, Viewpoint",Walkable,13.424,103.856,80,0,Yes,Nov–Feb,images/KH-SIEM-REAP-009,,,
KH-SIEM-REAP-010,East Mebon,Cambodia,KH,Siem Reap,,Siem Reap,Ancient temple located on an island that once stood at the center of a large Khmer reservoir.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Historical",Walkable,13.447,103.92,40,0,Yes,Nov–Feb,images/KH-SIEM-REAP-010,,,
KH-SIEM-REAP-011,West Mebon,Cambodia,KH,Siem Reap,,Siem Reap,Khmer-era temple remains situated within the former West Baray reservoir.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Historical",Walkable,13.434,103.801,20,0,Yes,Nov–Feb,images/KH-SIEM-REAP-011,,,
KH-SIEM-REAP-012,Phnom Kulen National Park,Cambodia,KH,Siem Reap,,Siem Reap,"Sacred mountain landscape known for waterfalls, ancient carvings in the riverbed and religious significance.",Religious/spiritual spots|Natural spots,National Park,"Waterfalls, Mountains, Religious",Drivable,13.612,104.108,400,0,Yes,Jun–Nov,images/KH-SIEM-REAP-012,,,
KH-SIEM-REAP-013,Kulen Waterfall,Cambodia,KH,Siem Reap,,Siem Reap,Scenic waterfall in Phnom Kulen National Park and a popular destination for swimming and nature excursions.,Adventure spots|Natural spots,Waterfall,"Nature, Adventure",Drivable,13.57,104.1,300,0,No,Jun–Nov,images/KH-SIEM-REAP-013,,,
KH-SIEM-REAP-014,Kbal Spean,Cambodia,KH,Siem Reap,,Siem Reap,Forest archaeological site featuring Hindu carvings carved directly into the sandstone riverbed.,Religious/spiritual spots|Historical spots|Natural spots,Archaeological Site,"River, Religious, Sculpture",Drivable,13.68,104.015,150,0,Yes,Jun–Nov,images/KH-SIEM-REAP-014,,,
KH-SIEM-REAP-015,Banteay Kdei,Cambodia,KH,Siem Reap,,Siem Reap,Large Buddhist temple complex surrounded by jungle and characterized by galleries and carved stone structures.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,13.43,103.899,50,0,Yes,Nov–Feb,images/KH-SIEM-REAP-015,,,
KH-SIEM-REAP-016,Srah Srang,Cambodia,KH,Siem Reap,,Siem Reap,Ancient Khmer reservoir offering a peaceful setting and especially attractive sunrise and sunset views.,Historical spots|Natural spots,Lake,"Scenic, Historical",Drivable,13.431,103.907,40,0,Yes,Nov–Feb,images/KH-SIEM-REAP-016,,,
KH-SIEM-REAP-017,Angkor National Museum,Cambodia,KH,Siem Reap,,Siem Reap,"Museum displaying Khmer art, sculptures and historical artifacts that provide context for the Angkor civilization.",Historical spots,Museum,"History, Archaeology",Walkable,13.369,103.857,20,0,No,Nov–Feb,images/KH-SIEM-REAP-017,,,
KH-SIEM-REAP-018,Cambodian Cultural Village,Cambodia,KH,Siem Reap,,Siem Reap,"Cultural attraction showcasing Cambodian traditions, architecture, performances and regional lifestyles.",Cultural spots,Cultural Attraction,"Culture, Heritage",Drivable,13.34,103.825,20,0,No,Nov–Feb,images/KH-SIEM-REAP-018,,,
KH-SIEM-REAP-019,Siem Reap Old Market,Cambodia,KH,Siem Reap,,Siem Reap,"Lively central market area popular for Cambodian handicrafts, souvenirs, clothing and local food.",Cultural spots,Market,"Shopping, Culture, Food",Walkable,13.355,103.855,15,0,No,Nov–Feb,images/KH-SIEM-REAP-019,,,
KH-SIEM-REAP-020,Pub Street,Cambodia,KH,Siem Reap,,Siem Reap,"Vibrant pedestrian entertainment area in central Siem Reap known for restaurants, cafés and evening activity.",Cultural spots,Entertainment District,"Nightlife, Food",Drivable,13.354,103.855,15,0,No,Nov–Feb,images/KH-SIEM-REAP-020,,,
KH-PHNOM-PENH-001,Royal Palace,Cambodia,KH,Phnom Penh,,Phnom Penh,"Grand royal complex in Cambodia's capital featuring ornate buildings, courtyards and traditional Khmer architecture.",Historical spots|Cultural spots,Palace,"Architecture, History",Walkable,11.563,104.931,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-001,,,
KH-PHNOM-PENH-002,Silver Pagoda,Cambodia,KH,Phnom Penh,,Phnom Penh,Royal temple within the palace compound known for its ornate interior and valuable religious artworks.,Religious/spiritual spots|Cultural spots,Temple,"Religious, Architecture",Walkable,11.562,104.932,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-002,,,
KH-PHNOM-PENH-003,Wat Phnom,Cambodia,KH,Phnom Penh,,Phnom Penh,Historic hilltop Buddhist temple traditionally associated with the founding of Phnom Penh.,Religious/spiritual spots|Historical spots,Temple,"Religious, Historical",Walkable,11.576,104.922,25,0,No,Nov–Feb,images/KH-PHNOM-PENH-003,,,
KH-PHNOM-PENH-004,National Museum of Cambodia,Cambodia,KH,Phnom Penh,,Phnom Penh,"Major museum housing an extensive collection of Khmer sculpture, art and archaeological artifacts.",Historical spots|Cultural spots,Museum,"Art, Archaeology",Walkable,11.564,104.928,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-004,,,
KH-PHNOM-PENH-005,Tuol Sleng Genocide Museum,Cambodia,KH,Phnom Penh,,Phnom Penh,Former prison transformed into a museum documenting Cambodia's tragic Khmer Rouge period.,Religious/spiritual spots|Historical spots,Museum,"History, Memorial",Walkable,11.549,104.918,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-005,,,
KH-PHNOM-PENH-006,Choeung Ek Genocidal Center,Cambodia,KH,Phnom Penh,,Phnom Penh,Memorial site and former killing field that commemorates victims of the Khmer Rouge era.,Religious/spiritual spots|Historical spots,Memorial,"History, Memorial",Drivable,11.484,104.902,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-006,,,
KH-PHNOM-PENH-007,Independence Monument,Cambodia,KH,Phnom Penh,,Phnom Penh,Landmark monument commemorating Cambodia's independence from French colonial rule.,Historical spots|Cultural spots,Monument,"History, Architecture",Drivable,11.556,104.928,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-007,,,
KH-PHNOM-PENH-008,Wat Ounalom,Cambodia,KH,Phnom Penh,,Phnom Penh,Important Buddhist temple complex near the Royal Palace and a significant center of Cambodian Buddhism.,Religious/spiritual spots,Temple,"Buddhist, Religious",Walkable,11.566,104.931,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-008,,,
KH-PHNOM-PENH-009,Central Market,Cambodia,KH,Phnom Penh,,Phnom Penh,"Iconic Phnom Penh market housed in a distinctive Art Deco structure and known for jewelry, clothing and local products.",Cultural spots,Market,"Shopping, Architecture",Walkable,11.57,104.921,10,0,No,Nov–Feb,images/KH-PHNOM-PENH-009,,,
KH-PHNOM-PENH-010,Phnom Tamao Wildlife Rescue Centre,Cambodia,KH,Phnom Penh,,Phnom Penh,Wildlife rescue facility providing sanctuary and rehabilitation for rescued Cambodian animals.,Wildlife spots,Wildlife,"Conservation, Animals",Drivable,11.3,104.8,50,0,No,Nov–Jun,images/KH-PHNOM-PENH-010,,,
KH-KAMPOT-001,Bokor National Park,Cambodia,KH,Kampot,,Kampot,"Mountainous protected area known for forests, waterfalls, wildlife and panoramic views toward the coast.",Wildlife spots|Natural spots,National Park,"Mountains, Waterfalls, Wildlife",Drivable,10.627,104.05,1000,0,No,Nov–Feb,images/KH-KAMPOT-001,,,
KH-KAMPOT-002,Bokor Hill Station,Cambodia,KH,Kampot,,Kampot,Former French colonial mountain resort featuring atmospheric abandoned structures and dramatic highland scenery.,Historical spots,Historical Site,"Colonial, Mountains",Drivable,10.627,104.027,1080,0,No,Nov–Feb,images/KH-KAMPOT-002,,,
KH-KAMPOT-003,Popokvil Waterfall,Cambodia,KH,Kampot,,Kampot,Scenic waterfall located within Bokor National Park and surrounded by lush mountain forest.,Natural spots,Waterfall,"Nature, Mountains",Drivable,10.63,104.05,900,0,No,Jun–Nov,images/KH-KAMPOT-003,,,
KH-KAMPOT-004,Kampot River,Cambodia,KH,Kampot,,Kampot,Picturesque river flowing through Kampot and providing opportunities for boat trips and riverside recreation.,Natural spots,River,"Nature, Scenic",Drivable,10.61,104.18,5,0,No,Nov–Feb,images/KH-KAMPOT-004,,,
KH-KEP-001,Kep National Park,Cambodia,KH,Kep,,Kep,"Compact coastal national park featuring forest trails, hills and views over the Gulf of Thailand.",Natural spots,National Park,"Mountains, Forest, Hiking",Drivable,10.48,104.32,100,0,No,Nov–Feb,images/KH-KEP-001,,,
KH-KEP-002,Kep Beach,Cambodia,KH,Kep,,Kep,Popular coastal beach destination known for its relaxed atmosphere and seafood restaurants.,Beach spots,Beach,"Coastal, Relaxation",Drivable,10.483,104.317,5,0,No,Nov–Apr,images/KH-KEP-002,,,
KH-KEP-003,Rabbit Island,Cambodia,KH,Kep,,Kep,"Tropical island off Kep offering quiet beaches, simple accommodation and a laid-back atmosphere.",Beach spots|Natural spots,Island,"Beach, Nature",Flight Required,10.437,104.347,5,0,No,Nov–Apr,images/KH-KEP-003,,,
KH-BATTAMBANG-001,Phnom Sampeau,Cambodia,KH,Battambang,,Battambang,"Limestone hill containing temples, caves and historical memorial sites overlooking the surrounding countryside.",Religious/spiritual spots|Natural spots,Mountain,"Caves, Religious, History",Drivable,13.033,103.1,100,0,No,Nov–Feb,images/KH-BATTAMBANG-001,,,
KH-BATTAMBANG-002,Battambang Bamboo Train,Cambodia,KH,Battambang,,Battambang,Popular tourism experience based on Cambodia's historic lightweight railway carts.,Cultural spots,Cultural Attraction,"Transport, Experience",Drivable,13.1,103.2,40,0,No,Nov–Feb,images/KH-BATTAMBANG-002,,,
KH-BATTAMBANG-003,Wat Banan,Cambodia,KH,Battambang,,Battambang,Hilltop Khmer temple reached by a long staircase and offering expansive views of the countryside.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,12.967,103.15,100,0,No,Nov–Feb,images/KH-BATTAMBANG-003,,,
KH-BATTAMBANG-004,Phnom Banan,Cambodia,KH,Battambang,,Battambang,Scenic hill associated with the Angkorian-era Wat Banan temple complex.,Historical spots|Natural spots,Mountain,"Hiking, Archaeology",Drivable,12.967,103.15,100,0,No,Nov–Feb,images/KH-BATTAMBANG-004,,,
KH-PREAH-VIHEAR-001,Preah Vihear Temple,Cambodia,KH,Preah Vihear,,Preah Vihear,Spectacular Khmer temple complex dramatically positioned on a mountain ridge overlooking the Cambodian landscape.,Religious/spiritual spots|Historical spots,Temple,"Archaeological, Religious",Walkable,14.393,104.68,525,0,Yes,Nov–Feb,images/KH-PREAH-VIHEAR-001,,,
KH-KOH-KONG-001,Botum Sakor National Park,Cambodia,KH,Koh Kong,,Koh Kong,"One of Cambodia's largest protected areas, containing rainforest, wetlands, mangroves and diverse wildlife.",Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife",Drivable,11.1,103.3,50,0,No,Nov–Feb,images/KH-KOH-KONG-001,,,
KH-KOH-KONG-002,Tatai Waterfalls,Cambodia,KH,Koh Kong,,Koh Kong,Forest waterfall destination surrounded by the tropical landscapes of southwestern Cambodia.,Adventure spots|Natural spots,Waterfall,"Nature, Adventure",Drivable,11.567,103.117,50,0,No,Jun–Nov,images/KH-KOH-KONG-002,,,
KH-RATANAKIRI-001,Yeak Laom Lake,Cambodia,KH,Ratanakiri,,Banlung,Beautiful volcanic crater lake surrounded by forest and indigenous communities near Banlung.,Natural spots,Lake,"Volcanic, Nature",Drivable,13.73,107.017,300,0,No,Nov–Feb,images/KH-RATANAKIRI-001,,,
KH-RATANAKIRI-002,Virachey National Park,Cambodia,KH,Ratanakiri,,Banlung,"Remote protected wilderness containing dense forests, mountains and diverse wildlife.",Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife, Mountains",Drivable,14.2,107,400,0,No,Nov–Feb,images/KH-RATANAKIRI-002,,,
KH-MONDULKIRI-001,Bou Sra Waterfall,Cambodia,KH,Mondulkiri,,Sen Monorom,"One of Cambodia's best-known waterfalls, surrounded by the forested highlands of Mondulkiri.",Adventure spots|Natural spots,Waterfall,"Nature, Adventure",Drivable,12.567,107.417,700,0,No,Jun–Nov,images/KH-MONDULKIRI-001,,,
KH-MONDULKIRI-002,Mondulkiri Project,Cambodia,KH,Mondulkiri,,Sen Monorom,Ethical wildlife tourism project focused on elephant conservation and protection in Cambodia's eastern highlands.,Wildlife spots,Wildlife,"Elephants, Conservation",Drivable,12.45,107.2,700,0,No,Nov–Feb,images/KH-MONDULKIRI-002,,,
