source_id,name,country,country_code,state_province,state_code,city,description,spot_types,category_raw,subcategory_raw,travel_info,latitude,longitude,altitude,display_order,unesco,best_season,image_folder,image_1,image_2,image_3
AG-ANTIGUA-ISLAND-001,St. John's City,Antigua and Barbuda,AG,Antigua Island,,St. John's,"St. John's is the capital and main cultural centre of Antigua. It features colourful colonial buildings, markets, churches, museums, and easy access to nearby beaches.",Historical spots,Historic City,"Culture, Shopping",Drivable,17.127,-61.847,15,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-001,,,
AG-ANTIGUA-ISLAND-002,Nelson's Dockyard,Antigua and Barbuda,AG,Antigua Island,,English Harbour,"Nelson's Dockyard is a restored 18th-century British naval dockyard and one of the Caribbean's most important heritage sites. It combines maritime history, old stone buildings, restaurants, and scenic harbour views.",Beach spots|Historical spots,Historic Site,"Colonial Harbour, Museum",Walkable,17.008,-61.765,2,0,Yes,Dec–Apr,images/AG-ANTIGUA-ISLAND-002,,,
AG-ANTIGUA-ISLAND-003,Shirley Heights Lookout,Antigua and Barbuda,AG,Antigua Island,,English Harbour,"Shirley Heights offers one of the most famous panoramic views in the Caribbean, overlooking English Harbour and the surrounding coastline. It is especially popular during sunset and weekend cultural events.",Natural spots,Viewpoint,"Mountain, Scenic View",Drivable,17.002,-61.755,130,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-003,,,
AG-ANTIGUA-ISLAND-004,Half Moon Bay,Antigua and Barbuda,AG,Antigua Island,,St. Philip,"Half Moon Bay is a spectacular crescent-shaped beach known for turquoise waters, soft white sand, and natural beauty. It is considered one of Antigua’s finest beaches.",Beach spots,Beach,"Sea, Coastal Landscape",Drivable,17.04,-61.689,9,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-004,,,
AG-ANTIGUA-ISLAND-005,Darkwood Beach,Antigua and Barbuda,AG,Antigua Island,,Saint Mary,"Darkwood Beach offers calm Caribbean waters, palm-lined shores, and beautiful sunset views. It is ideal for swimming, relaxation, and family visits.",Beach spots,Beach,"Swimming, Relaxation",Drivable,17.041,-61.894,0,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-005,,,
AG-ANTIGUA-ISLAND-006,Falmouth Harbour,Antigua and Barbuda,AG,Antigua Island,,Saint Paul,"Falmouth Harbour is a scenic marina area popular with sailing visitors. It provides views of luxury yachts, restaurants, and access to nearby attractions.",Beach spots|Natural spots,Harbour,"Marina, Coast",Drivable,17.011,-61.772,0,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-006,,,
AG-ANTIGUA-ISLAND-007,Fig Tree Drive,Antigua and Barbuda,AG,Antigua Island,,Saint Paul,"Fig Tree Drive crosses Antigua’s lush interior with tropical vegetation, villages, and countryside scenery. It is one of the island’s most enjoyable road trips.",Adventure spots|Natural spots,Scenic Drive,"Forest, Countryside",Drivable,17.05,-61.805,52,0,No,May–Nov,images/AG-ANTIGUA-ISLAND-007,,,
AG-ANTIGUA-ISLAND-008,Fort James,Antigua and Barbuda,AG,Antigua Island,,St. John’s,Fort James was built in the 18th century to protect Antigua’s harbour entrance. The ruins provide historical interest and views across the Caribbean Sea.,Historical spots|Natural spots,Monument,"Fortress, Coast",Drivable,17.131,-61.864,0,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-008,,,
AG-ANTIGUA-ISLAND-009,Devil's Bridge,Antigua and Barbuda,AG,Antigua Island,,St. Philip,Devil’s Bridge is a natural limestone arch shaped by Atlantic waves over thousands of years. The dramatic coastline and crashing waves make it a popular sightseeing location.,Beach spots|Natural spots,Natural Wonder,Coastal Rock Formation,Drivable,17.101,-61.678,4,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-009,,,
AG-BARBUDA-ISLAND-001,Barbuda Pink Sand Beach,Antigua and Barbuda,AG,Barbuda Island,,Codrington,"Barbuda is famous for its unique pink-coloured sand beaches created from coral fragments. The island offers peaceful surroundings, clear waters, and a remote tropical experience.",Beach spots,Beach,"Pink Sand, Island",Flight Required,17.633,-61.833,5,0,No,Dec–Apr,images/AG-BARBUDA-ISLAND-001,,,
AG-BARBUDA-ISLAND-002,Frigate Bird Sanctuary,Antigua and Barbuda,AG,Barbuda Island,,Codrington,The Frigate Bird Sanctuary is one of the largest colonies of frigate birds in the Western Hemisphere. Visitors can explore the lagoon and observe thousands of seabirds.,Wildlife spots|Religious/spiritual spots,Wildlife Area,"Bird Sanctuary, Lagoon",Drivable,17.633,-61.817,3,0,No,Dec–Apr,images/AG-BARBUDA-ISLAND-002,,,
AG-BARBUDA-ISLAND-003,Codrington Lagoon National Park,Antigua and Barbuda,AG,Barbuda Island,,Codrington,"This protected marine area includes mangroves, coral reefs, and important bird habitats. It is known for biodiversity and eco-tourism activities.",Wildlife spots|Natural spots,National Park,"Wetlands, Wildlife",Drivable,17.633,-61.833,5,0,No,Dec–Apr,images/AG-BARBUDA-ISLAND-003,,,
AG-ANTIGUA-ISLAND-010,Fort Barrington,Antigua and Barbuda,AG,Antigua Island,,Saint John,Fort Barrington sits on a peninsula overlooking the harbour and provides historical ruins along with excellent coastal views.,Historical spots|Natural spots,Monument,"Fortress, Viewpoint",Drivable,17.13,-61.886,0,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-010,,,
AG-ANTIGUA-ISLAND-011,Valley Church Beach,Antigua and Barbuda,AG,Antigua Island,,Saint Mary,Valley Church Beach is a quiet tropical beach with clear water and soft sand. It is popular among visitors seeking a peaceful Caribbean atmosphere.,Beach spots,Beach,"Sea, Relaxation",Drivable,17.057,-61.891,0,0,No,Dec–Apr,images/AG-ANTIGUA-ISLAND-011,,,
AR-BUENOS-AIRES-PROVINCE-001,Buenos Aires City,Argentina,AR,Buenos Aires Province,,Buenos Aires,"Argentina’s capital is known for European-style architecture, tango culture, historic neighbourhoods, museums, and vibrant nightlife. Popular areas include La Boca, Recoleta, Palermo, and San Telmo.",Cultural spots,City Landmark,"Culture, Architecture",Drivable,-34.605,-58.373,42,0,No,"Mar–May, Sep–Nov",images/AR-BUENOS-AIRES-PROVINCE-001,,,
AR-BUENOS-AIRES-PROVINCE-002,Recoleta Cemetery,Argentina,AR,Buenos Aires Province,,Buenos Aires,"Recoleta Cemetery is a world-famous cemetery featuring elaborate mausoleums, sculptures, and the graves of many important Argentine figures, including Eva Perón.",Historical spots,Monument,Historic Cemetery,Drivable,-34.588,-58.394,21,0,No,Year-round,images/AR-BUENOS-AIRES-PROVINCE-002,,,
AR-BUENOS-AIRES-PROVINCE-003,Casa Rosada,Argentina,AR,Buenos Aires Province,,Buenos Aires,Casa Rosada is Argentina’s iconic pink presidential palace located beside Plaza de Mayo. It is one of the country’s most recognisable historical buildings.,Historical spots,Monument,Government Building,Drivable,-34.608,-58.37,19,0,No,Year-round,images/AR-BUENOS-AIRES-PROVINCE-003,,,
AR-BUENOS-AIRES-PROVINCE-004,Tigre Delta,Argentina,AR,Buenos Aires Province,,Tigre,"The Tigre Delta is a unique network of rivers and islands where visitors explore waterways by boat. It offers nature, traditional houses, markets, and peaceful landscapes near Buenos Aires.",Beach spots|Natural spots,River,"Wetlands, Islands",Drivable,-34.426,-58.577,6,0,No,Mar–Nov,images/AR-BUENOS-AIRES-PROVINCE-004,,,
AR-MISIONES-PROVINCE-001,Iguazú Falls,Argentina,AR,Misiones Province,,Puerto Iguazú,"Iguazú Falls is one of the world’s largest waterfall systems, consisting of hundreds of cascades surrounded by rainforest. The dramatic Devil’s Throat viewpoint is its most famous attraction.",Natural spots,Waterfall,"National Park, River",Drivable,-25.693,-54.441,179,0,Yes,Mar–Nov,images/AR-MISIONES-PROVINCE-001,,,
AR-MISIONES-PROVINCE-002,Iguazú National Park,Argentina,AR,Misiones Province,,Puerto Iguazú,"This protected rainforest area preserves exceptional biodiversity including tropical plants, birds, and wildlife. Walking trails and boat rides provide close views of the waterfalls and jungle.",Wildlife spots|Natural spots,National Park,"Forest, Wildlife",Drivable,-25.683,-54.433,200,0,Yes,Mar–Nov,images/AR-MISIONES-PROVINCE-002,,,
AR-SANTA-CRUZ-PROVINCE-001,Perito Moreno Glacier,Argentina,AR,Santa Cruz Province,,El Calafate,Perito Moreno is one of the world’s most accessible glaciers and a highlight of Patagonia. Visitors can observe massive ice formations breaking into the turquoise waters of Lake Argentino.,Adventure spots|Natural spots,Glacier,"Ice Field, Nature",Drivable,-50.483,-73.05,200,0,Yes,Oct–Apr,images/AR-SANTA-CRUZ-PROVINCE-001,,,
AR-SANTA-CRUZ-PROVINCE-002,Mount Fitz Roy,Argentina,AR,Santa Cruz Province,,El Chaltén,"Mount Fitz Roy is one of Patagonia’s most iconic peaks, famous for its sharp granite towers and challenging trekking routes. It attracts hikers and photographers from around the world.",Adventure spots|Natural spots,Mountain,"Trekking, Peak",Drivable,-49.271,-73.053,3405,0,No,Nov–Mar,images/AR-SANTA-CRUZ-PROVINCE-002,,,
AR-SANTA-CRUZ-PROVINCE-003,Los Glaciares National Park,Argentina,AR,Santa Cruz Province,,El Chaltén,"This vast Patagonian park contains glaciers, lakes, forests, and dramatic mountain landscapes. It is one of South America’s premier wilderness destinations.",Natural spots,National Park,"Mountains, Glaciers",Drivable,-50,-73,500,0,Yes,Nov–Mar,images/AR-SANTA-CRUZ-PROVINCE-003,,,
AR-TIERRA-DEL-FUEGO-PROVINC-001,Tierra del Fuego National Park,Argentina,AR,Tierra del Fuego Province,,Ushuaia,"Located at the southern tip of Argentina, this park combines forests, lakes, mountains, and Beagle Channel coastline. It is a gateway for Antarctic cruises.",Natural spots,National Park,"Forest, Mountains, Coast",Drivable,-54.835,-68.562,7,0,No,Nov–Mar,images/AR-TIERRA-DEL-FUEGO-PROVINC-001,,,
AR-TIERRA-DEL-FUEGO-PROVINC-002,Beagle Channel,Argentina,AR,Tierra del Fuego Province,,Ushuaia,"The Beagle Channel offers boat tours featuring islands, sea lions, penguins, and dramatic views of mountains meeting the ocean.",Beach spots,Sea,Marine Landscape,Drivable,-54.791,-68.376,622,0,No,Nov–Mar,images/AR-TIERRA-DEL-FUEGO-PROVINC-002,,,
AR-MENDOZA-PROVINCE-001,Aconcagua Provincial Park,Argentina,AR,Mendoza Province,,Mendoza,Aconcagua is the highest mountain outside Asia and a major destination for mountaineers. The surrounding park features spectacular Andean scenery and hiking routes.,Adventure spots|Natural spots,Mountain,"Peak, Trekking",Drivable,-32.676,-69.945,5268,0,No,Nov–Mar,images/AR-MENDOZA-PROVINCE-001,,,
AR-MENDOZA-PROVINCE-002,Wine Route of Mendoza,Argentina,AR,Mendoza Province,,Mendoza,"Mendoza is Argentina’s famous wine region, especially known for Malbec. Visitors can explore vineyards, wineries, and scenic landscapes beneath the Andes.",Adventure spots,Scenic Route,"Vineyards, Culture",Drivable,-33,-68.85,750,0,No,Mar–May,images/AR-MENDOZA-PROVINCE-002,,,
AR-SALTA-PROVINCE-001,Quebrada de Humahuaca,Argentina,AR,Salta Province,,Salta,"This colourful Andean valley features dramatic rock formations, traditional villages, and ancient cultural routes. The Hill of Seven Colours is one of its most photographed locations.",Cultural spots|Natural spots,Valley,"Mountains, Cultural Landscape",Drivable,-23.2,-65.35,2800,0,Yes,Apr–Nov,images/AR-SALTA-PROVINCE-001,,,
AR-SALTA-PROVINCE-002,Hill of Seven Colours,Argentina,AR,Salta Province,,Purmamarca,Cerro de los Siete Colores displays layers of colourful minerals creating a spectacular striped mountain landscape. It is a symbol of northern Argentina’s natural beauty.,Natural spots,Natural Wonder,"Mountain, Rock Formation",Drivable,-23.742,-65.496,2324,0,No,Apr–Nov,images/AR-SALTA-PROVINCE-002,,,
AR-JUJUY-PROVINCE-001,Salinas Grandes,Argentina,AR,Jujuy Province,,Jujuy,Salinas Grandes is a vast white salt plain located high in the Andes. Its reflective surface creates stunning scenery and unique photography opportunities.,Natural spots,Desert Landscape,Salt Flats,Drivable,-23.596,-65.882,3407,0,No,Apr–Nov,images/AR-JUJUY-PROVINCE-001,,,
AR-NEUQUEN-PROVINCE-001,Nahuel Huapi National Park,Argentina,AR,Neuquén Province,,Villa La Angostura,"One of Argentina’s oldest national parks, Nahuel Huapi features crystal-clear lakes, forests, and Andean peaks. It is popular for hiking, boating, and scenic drives.",Natural spots,National Park,"Lake, Forest, Mountain",Drivable,-41,-71.5,800,0,No,Dec–Mar,images/AR-NEUQUEN-PROVINCE-001,,,
AR-RIO-NEGRO-PROVINCE-001,San Carlos de Bariloche,Argentina,AR,Río Negro Province,,Bariloche,"Bariloche is a scenic Patagonian city surrounded by lakes and mountains. It is famous for hiking, skiing, chocolate shops, and the Seven Lakes route.",Adventure spots|Natural spots,Mountain Town,"Lake, Adventure",Drivable,-41.13,-71.274,784,0,No,Dec–Mar / Jun–Sep,images/AR-RIO-NEGRO-PROVINCE-001,,,
AR-RIO-NEGRO-PROVINCE-002,Seven Lakes Route,Argentina,AR,Río Negro Province,,Bariloche,This famous road connects beautiful Patagonian lakes surrounded by forests and mountains. It is one of Argentina’s most spectacular road journeys.,Adventure spots,Scenic Drive,"Lakes, Mountains",Drivable,-40.85,-71.5,800,0,No,Dec–Mar,images/AR-RIO-NEGRO-PROVINCE-002,,,
AR-CHUBUT-PROVINCE-001,Peninsula Valdés,Argentina,AR,Chubut Province,,Puerto Madryn,"Peninsula Valdés is a world-renowned wildlife destination where visitors can see whales, sea lions, penguins, and marine birds along the Atlantic coast.",Wildlife spots|Natural spots,Wildlife Reserve,"Marine Life, Coast",Drivable,-42.777,-65.059,33,0,Yes,Jun–Dec,images/AR-CHUBUT-PROVINCE-001,,,
AR-CHUBUT-PROVINCE-002,Punta Tombo Penguin Reserve,Argentina,AR,Chubut Province,,Trelew,Punta Tombo hosts one of the largest Magellanic penguin colonies in the world. Visitors can walk among thousands of penguins in their natural habitat.,Wildlife spots,Wildlife Area,Penguin Colony,Drivable,-44.033,-65.217,20,0,No,Sep–Mar,images/AR-CHUBUT-PROVINCE-002,,,
AR-CORDOBA-PROVINCE-001,Sierras de Córdoba,Argentina,AR,Córdoba Province,,Córdoba,"The Sierras de Córdoba offer forests, rivers, waterfalls, and mountain villages. They are popular for hiking, camping, and outdoor activities.",Natural spots,Mountain,"Hills, Nature",Drivable,-31.986,-64.936,2722,0,No,Mar–Nov,images/AR-CORDOBA-PROVINCE-001,,,
AM-YEREVAN-PROVINCE-001,Yerevan City,Armenia,AM,Yerevan Province,,Yerevan,"Armenia’s capital is one of the world’s oldest continuously inhabited cities. It is known for pink volcanic stone architecture, museums, parks, cafes, and views of Mount Ararat.",Cultural spots,City Landmark,"Culture, History",Drivable,40.222,44.572,1295,0,No,Apr–Oct,images/AM-YEREVAN-PROVINCE-001,,,
AM-YEREVAN-PROVINCE-002,Republic Square,Armenia,AM,Yerevan Province,,Yerevan,"Republic Square is the central landmark of Yerevan, surrounded by government buildings, museums, and fountains. Its distinctive Armenian stone architecture makes it a symbol of the capital.",Historical spots|Cultural spots,Monument,"Architecture, City Landmark",Drivable,40.178,44.516,989,0,No,Year-round,images/AM-YEREVAN-PROVINCE-002,,,
AM-YEREVAN-PROVINCE-003,Cascade Complex,Armenia,AM,Yerevan Province,,Yerevan,"The Cascade is a massive limestone staircase decorated with modern art installations and sculptures. From the top, visitors enjoy panoramic views of Yerevan and Mount Ararat.",Historical spots|Cultural spots|Natural spots,Monument,"Art, Viewpoint",Drivable,40.191,44.516,1052,0,No,Year-round,images/AM-YEREVAN-PROVINCE-003,,,
AM-KOTAYK-PROVINCE-001,Garni Temple,Armenia,AM,Kotayk Province,,Garni,"Garni Temple is the only surviving Greco-Roman colonnaded temple in Armenia. Built in the 1st century, it stands dramatically above the Azat River gorge.",Religious/spiritual spots|Historical spots,Monument,Ancient Temple,Walkable,40.112,44.73,1387,0,No,Apr–Oct,images/AM-KOTAYK-PROVINCE-001,,,
AM-KOTAYK-PROVINCE-002,Garni Gorge (Symphony of Stones),Armenia,AM,Kotayk Province,,Garni,The Garni Gorge is famous for its spectacular basalt columns resembling a natural organ. The dramatic canyon landscape is a popular hiking and photography destination.,Natural spots,Natural Wonder,Rock Formation,Drivable,40.112,44.733,1200,0,No,Apr–Oct,images/AM-KOTAYK-PROVINCE-002,,,
AM-KOTAYK-PROVINCE-003,Geghard Monastery,Armenia,AM,Kotayk Province,,Geghard,"Geghard Monastery is carved partly into surrounding cliffs and represents medieval Armenian religious architecture. Its stone carvings, chapels, and mountain setting make it one of Armenia’s most important sites.",Religious/spiritual spots|Cultural spots,Religious Site,"Monastery, Cave Architecture",Drivable,40.14,44.818,1785,0,Yes,Apr–Oct,images/AM-KOTAYK-PROVINCE-003,,,
AM-ARAGATSOTN-PROVINCE-001,Mount Aragats,Armenia,AM,Aragatsotn Province,,Mount Aragats,"Mount Aragats is Armenia’s highest mountain and an extinct volcanic peak. It offers hiking routes, alpine scenery, and spectacular views across the Armenian highlands.",Adventure spots|Natural spots,Mountain,"Volcano, Hiking",Drivable,40.517,44.183,4090,0,No,Jun–Sep,images/AM-ARAGATSOTN-PROVINCE-001,,,
AM-ARAGATSOTN-PROVINCE-002,Byurakan Observatory,Armenia,AM,Aragatsotn Province,,Byurakan,"Located near Mount Aragats, Byurakan Observatory is one of Armenia’s leading astronomical centres. Visitors can explore Armenia’s contributions to astronomy and science.",Cultural spots,Science Attraction,Observatory,Drivable,40.332,44.265,1421,0,No,May–Oct,images/AM-ARAGATSOTN-PROVINCE-002,,,
AM-VAYOTS-DZOR-PROVINCE-001,Areni Wine Region,Armenia,AM,Vayots Dzor Province,,Areni,"Areni is Armenia’s famous wine-producing area with ancient winemaking traditions. The region offers vineyards, wine tasting, caves, and beautiful valley landscapes.",Cultural spots,Scenic Region,"Vineyards, Culture",Drivable,39.733,45.183,990,0,No,Sep–Oct,images/AM-VAYOTS-DZOR-PROVINCE-001,,,
AM-VAYOTS-DZOR-PROVINCE-002,Noravank Monastery,Armenia,AM,Vayots Dzor Province,,Yeghegnadzor,Noravank is a medieval monastery surrounded by red sandstone cliffs. Its unique architecture and dramatic canyon setting make it one of Armenia’s most photographed landmarks.,Religious/spiritual spots|Adventure spots,Religious Site,"Monastery, Canyon",Drivable,39.687,45.233,1200,0,No,Apr–Oct,images/AM-VAYOTS-DZOR-PROVINCE-002,,,
AM-VAYOTS-DZOR-PROVINCE-003,Jermuk Waterfall,Armenia,AM,Vayots Dzor Province,,Jermuk,Jermuk is a mountain resort famous for mineral springs and scenic landscapes. The waterfall and surrounding forests make it a popular relaxation destination.,Natural spots,Waterfall,"Nature, Mountains",Drivable,39.837,45.668,2086,0,No,May–Sep,images/AM-VAYOTS-DZOR-PROVINCE-003,,,
AM-LAKE-SEVAN-REGION-001,Lake Sevan,Armenia,AM,Lake Sevan Region,,Sevan,"Lake Sevan is one of the largest freshwater high-altitude lakes in the world. Its blue waters, beaches, and surrounding mountains make it Armenia’s top summer destination.",Natural spots,Lake,Mountain Lake,Drivable,40.151,45.299,1918,0,No,Jun–Sep,images/AM-LAKE-SEVAN-REGION-001,,,
AM-GEGHARKUNIK-PROVINCE-001,Sevanavank Monastery,Armenia,AM,Gegharkunik Province,,Sevan,Sevanavank sits on a peninsula overlooking Lake Sevan. The ancient monastery provides beautiful views of the lake and surrounding mountains.,Religious/spiritual spots|Natural spots,Religious Site,"Monastery, Lake View",Drivable,40.564,45.01,1938,0,No,Jun–Sep,images/AM-GEGHARKUNIK-PROVINCE-001,,,
AM-LORI-PROVINCE-001,Haghpat Monastery,Armenia,AM,Lori Province,,Alaverdi,"Haghpat Monastery is a masterpiece of medieval Armenian architecture. Built between mountains and valleys, it represents Armenia’s religious and cultural heritage.",Religious/spiritual spots,Religious Site,Medieval Monastery,Drivable,41.094,44.712,1016,0,Yes,Apr–Oct,images/AM-LORI-PROVINCE-001,,,
AM-LORI-PROVINCE-002,Sanahin Monastery,Armenia,AM,Lori Province,,Alaverdi,Sanahin Monastery was an important medieval centre of learning and theology. Its stone buildings and detailed carvings showcase traditional Armenian craftsmanship.,Religious/spiritual spots,Religious Site,"Monastery, Heritage",Drivable,41.087,44.666,1033,0,Yes,Apr–Oct,images/AM-LORI-PROVINCE-002,,,
AM-TAVUSH-PROVINCE-001,Dilijan National Park,Armenia,AM,Tavush Province,,Dilijan,"Dilijan National Park is known as the “Armenian Switzerland” because of its forests, lakes, mountains, and peaceful landscapes. It is ideal for hiking and nature activities.",Natural spots,National Park,"Forest, Mountains",Drivable,40.737,45.099,1449,0,No,May–Oct,images/AM-TAVUSH-PROVINCE-001,,,
AM-TAVUSH-PROVINCE-002,Haghartsin Monastery,Armenia,AM,Tavush Province,,Dilijan,"Hidden inside Dilijan’s forests, Haghartsin Monastery features medieval churches surrounded by peaceful mountain scenery. It is one of Armenia’s most beautiful monastery complexes.",Religious/spiritual spots|Natural spots,Religious Site,Forest Monastery,Drivable,40.802,44.891,1451,0,No,May–Oct,images/AM-TAVUSH-PROVINCE-002,,,
AM-SHIRAK-PROVINCE-001,Gyumri Historic Centre,Armenia,AM,Shirak Province,,Gyumri,"Gyumri is Armenia’s second-largest city, famous for traditional architecture, museums, crafts, and cultural festivals. Its old streets preserve Armenian urban heritage.",Historical spots|Cultural spots,Historic City,"Architecture, Culture",Drivable,40.789,43.847,1523,0,No,Year-round,images/AM-SHIRAK-PROVINCE-001,,,
AM-ARAGATSOTN-PROVINCE-003,Mesrop Mashtots Monument,Armenia,AM,Aragatsotn Province,,Oshakan,"Oshakan is associated with Mesrop Mashtots, creator of the Armenian alphabet. The site is important for Armenian language and cultural identity.",Historical spots|Cultural spots,Monument,Cultural Heritage,Drivable,40.267,44.367,860,0,No,Year-round,images/AM-ARAGATSOTN-PROVINCE-003,,,
AM-SYUNIK-PROVINCE-001,Tatev Monastery,Armenia,AM,Syunik Province,,Tatev,Tatev Monastery is a spectacular medieval complex built on the edge of a deep gorge. The nearby Wings of Tatev cable car provides one of the world’s most scenic rides.,Religious/spiritual spots|Natural spots,Religious Site,"Monastery, Mountain",Drivable,39.379,46.25,1496,0,No,May–Oct,images/AM-SYUNIK-PROVINCE-001,,,
AM-SYUNIK-PROVINCE-002,Khndzoresk Caves,Armenia,AM,Syunik Province,,Goris,"Khndzoresk is an ancient cave village with tunnels, cliffs, and suspension bridges. The unique landscape reflects centuries of human settlement in the Armenian mountains.",Natural spots,Cave,Rock Settlement,Drivable,39.494,46.43,1333,0,No,May–Oct,images/AM-SYUNIK-PROVINCE-002,,,
AU-NEW-SOUTH-WALES-001,Sydney Opera House,Australia,AU,New South Wales,,Sydney,"The Sydney Opera House is Australia’s most iconic architectural landmark, famous for its unique sail-shaped design. It hosts world-class performances and offers spectacular views of Sydney Harbour.",Historical spots|Cultural spots,Monument,"Architecture, Cultural Landmark",Drivable,-33.857,151.215,3,0,Yes,Year-round,images/AU-NEW-SOUTH-WALES-001,,,
AU-NEW-SOUTH-WALES-002,Sydney Harbour Bridge,Australia,AU,New South Wales,,Sydney,"Known as the “Coathanger,” this famous bridge offers panoramic views of the harbour and city skyline. Visitors can walk across it or take the BridgeClimb experience.",Historical spots|Natural spots,Monument,"Bridge, Viewpoint",Drivable,-33.852,151.211,0,0,No,Year-round,images/AU-NEW-SOUTH-WALES-002,,,
AU-NEW-SOUTH-WALES-003,Bondi Beach,Australia,AU,New South Wales,,Sydney,"Bondi Beach is one of Australia’s most famous beaches, known for golden sand, surfing culture, coastal walks, and vibrant seaside atmosphere.",Beach spots,Beach,"Surfing, Coastal",Drivable,-33.891,151.272,21,0,No,Sep–Apr,images/AU-NEW-SOUTH-WALES-003,,,
AU-NEW-SOUTH-WALES-004,Blue Mountains National Park,Australia,AU,New South Wales,,Sydney,"The Blue Mountains feature dramatic cliffs, eucalyptus forests, waterfalls, and deep valleys. Popular attractions include the Three Sisters rock formation and scenic hiking trails.",Natural spots,National Park,"Mountains, Forest, Waterfalls",Drivable,-33.727,150.303,950,0,Yes,"Mar–May, Sep–Nov",images/AU-NEW-SOUTH-WALES-004,,,
AU-NEW-SOUTH-WALES-005,Port Stephens,Australia,AU,New South Wales,,Port Stephens,"Port Stephens is famous for beautiful beaches, dolphin cruises, sand dunes, and coastal landscapes. It is one of New South Wales’ top marine destinations.",Beach spots|Wildlife spots,Sea,"Beaches, Marine Wildlife",Drivable,-32.762,151.742,7,0,No,Sep–May,images/AU-NEW-SOUTH-WALES-005,,,
AU-VICTORIA-001,Melbourne City,Australia,AU,Victoria,,Melbourne,"Melbourne is known for laneways, street art, museums, gardens, food culture, and sporting events. It is considered Australia’s cultural capital.",Cultural spots,City Landmark,"Culture, Arts",Drivable,-37.818,144.97,17,0,No,Year-round,images/AU-VICTORIA-001,,,
AU-VICTORIA-002,Twelve Apostles,Australia,AU,Victoria,,Great Ocean Road,The Twelve Apostles are dramatic limestone stacks rising from the Southern Ocean. They are one of Australia’s most photographed coastal landscapes.,Beach spots|Natural spots,Natural Wonder,"Sea Cliffs, Coast",Drivable,-38.66,143.093,0,0,No,Dec–Apr,images/AU-VICTORIA-002,,,
AU-VICTORIA-003,Grampians National Park,Australia,AU,Victoria,,Grampians Region,"The Grampians feature sandstone mountains, waterfalls, Aboriginal rock art, and diverse wildlife. It is a major destination for hiking and outdoor adventures.",Wildlife spots|Natural spots,National Park,"Mountains, Forest, Wildlife",Drivable,-37.2,142.4,400,0,No,Mar–Nov,images/AU-VICTORIA-003,,,
AU-QUEENSLAND-001,Great Barrier Reef,Australia,AU,Queensland,,Cairns,"The Great Barrier Reef is the world’s largest coral reef ecosystem, famous for colourful marine life, diving, snorkelling, and tropical islands.",Beach spots|Natural spots,Marine Park,"Coral Reef, Sea",Drivable,-16.919,145.777,0,0,Yes,May–Oct,images/AU-QUEENSLAND-001,,,
AU-QUEENSLAND-002,Daintree Rainforest,Australia,AU,Queensland,,Cairns,"The Daintree is one of the oldest rainforests on Earth, containing rare plants, wildlife, rivers, and mountains. It is one of the best places to experience Australia’s tropical wilderness.",Natural spots,Forest,Tropical Rainforest,Drivable,-16.17,145.417,50,0,Yes,May–Oct,images/AU-QUEENSLAND-002,,,
AU-QUEENSLAND-003,Whitehaven Beach,Australia,AU,Queensland,,Whitsunday Islands,Whitehaven Beach is famous for its pure white silica sand and crystal-clear turquoise water. It is considered one of the world’s most beautiful beaches.,Beach spots,Beach,"Island, Sea",Flight Required,-20.283,149.033,5,0,No,May–Oct,images/AU-QUEENSLAND-003,,,
AU-QUEENSLAND-004,Surfers Paradise,Australia,AU,Queensland,,Gold Coast,"Surfers Paradise is a famous coastal destination known for skyscrapers, golden beaches, surfing, shopping, and nightlife.",Beach spots|Cultural spots,Beach,"Surfing, Entertainment",Drivable,-27.999,153.424,5,0,No,Sep–Apr,images/AU-QUEENSLAND-004,,,
AU-QUEENSLAND-005,K’gari National Park,Australia,AU,Queensland,,Fraser Island (K’gari),"K’gari is the world’s largest sand island, featuring rainforests, freshwater lakes, sand dunes, and unique wildlife. It is a major eco-tourism destination.",Beach spots|Natural spots,Island,"Beach, Forest, Lake",Flight Required,-25.267,153.133,20,0,Yes,May–Oct,images/AU-QUEENSLAND-005,,,
AU-NORTHERN-TERRITORY-001,Uluru (Ayers Rock),Australia,AU,Northern Territory,,Uluru-Kata Tjuta National Park,Uluru is Australia’s most famous natural landmark and a sacred site for Indigenous Australians. The massive red sandstone monolith changes colour dramatically throughout the day.,Historical spots|Cultural spots|Natural spots,Monument,"Rock Formation, Cultural Site",Drivable,-25.344,131.037,863,0,Yes,May–Sep,images/AU-NORTHERN-TERRITORY-001,,,
AU-NORTHERN-TERRITORY-002,Kata Tjuta (The Olgas),Australia,AU,Northern Territory,,Uluru,Kata Tjuta consists of 36 giant sandstone domes rising from the desert landscape. Hiking trails provide spectacular views and cultural experiences.,Natural spots,Mountain,"Rock Domes, Desert",Drivable,-25.3,130.733,546,0,Yes,May–Sep,images/AU-NORTHERN-TERRITORY-002,,,
